db_id,id,question,query,hardness,split,label,prediction,system,number_of_joins,number_of_projections,number_of_filters,number_of_aggregations,number_of_set_operations,number_of_subqueries,run,v1-v2-change,v1-v3-change,v2-v3-change,hardness_numeric,query_length,number_of_keywords,full_column_match,full_value_match,partial_column_match,question_similarity_train_query_id,similarity_score_nl,sql_similarity_train_query_id,similarity_score_sql,no_tokens
exp_v3,155,How many times did England win the world cup,SELECT count(*) FROM world_cup_result AS T1   JOIN national_team AS T2 ON T1.team_id = T2.team_id WHERE T2.teamname = 'England' and T1.winner = 'True',hard,30,True,SELECT count(*) FROM world_cup_result AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id WHERE T2.teamname = 'England' AND T1.winner = 'true',GPT-3.5$_{s}$,1,1,3,1,0,0,0.0,True,True,True,3,150,1,0,4,5,446,0.793739378,170,0.907894737,22
exp_v3,158,How many times did Switzerland play against Brasil,SELECT count(*) FROM plays_match AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T1.opponent_team_id = T3.team_id WHERE T2.teamname = 'Switzerland' and T3.teamname = 'Brazil',hard,30,True,SELECT count(*) FROM plays_match AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T1.opponent_team_id = T3.team_id WHERE T2.teamname = 'Switzerland' AND T3.teamname = 'Brazil',GPT-3.5$_{s}$,2,1,2,1,0,0,0.0,True,True,True,3,221,1,0,4,3,376,0.815612197,376,0.963800905,30
exp_v3,173,How often did italy participate?,SELECT count(*) FROM national_team AS T1 WHERE T1.teamname = 'Italy',easy,30,True,SELECT count(*) FROM national_team AS T1 WHERE T1.teamname = 'Italy',GPT-3.5$_{s}$,0,1,1,1,0,0,0.0,False,False,False,1,68,0,0,4,1,792,0.783982396,792,1.0,10
exp_v3,177,In what Stadium did Messi play,SELECT stadium_name from stadium AS T1  join plays_match AS T2 on T1.stadium_id = T2.stadium_id  join national_team AS T3 on T3.team_id = T2.team_id join player_fact AS T4 on T4.team_id = T3.team_id  join player AS T5 on T5.player_id = T4.player_id  where player_name ilike '%Messi%'  group by T1.stadium_name,extra,30,False,SELECT DISTINCT T1.stadium_name FROM stadium AS T1 JOIN plays_match AS T2 ON T1.stadium_id = T2.stadium_id JOIN match_fact AS T3 ON T2.match_team_id = T3.match_team_id JOIN player AS T4 ON T3.player_id = T4.player_id WHERE T4.player_name ilike '%Messi%',GPT-3.5$_{s}$,4,1,1,0,0,0,0.0,True,True,True,4,309,0,0,1,4,178,0.967747331,736,0.552380952,45
exp_v3,181,In which club does Messi play?,SELECT T1.club_team_name  FROM player_club_team AS T1  JOIN player AS T2 ON T1.player_id = T2.player_id  WHERE T2.player_name ilike '%MESSI%',hard,30,False,SELECT club_name FROM club JOIN player_club_team ON club.club_id = player_club_team.club_id JOIN player ON player_club_team.player_id = player.player_id WHERE player.player_name LIKE '%Messi%',GPT-3.5$_{s}$,1,1,1,0,0,0,0.0,True,True,False,3,141,0,0,1,4,178,0.783156216,182,0.916666667,18
exp_v3,184,In which country were the least amounts of games played?,"select s.country, count(DISTINCT m.match_id) from stadium as s join plays_match as m on s.stadium_id = m.stadium_id group by s.country order by count(DISTINCT m.match_id) asc limit 1;",extra,30,False,"SELECT T1.country, count(*) FROM stadium AS T1 JOIN plays_match AS T2 ON T1.stadium_id = T2.stadium_id GROUP BY T1.country ORDER BY count(*) ASC LIMIT 1;",GPT-3.5$_{s}$,1,3,0,2,0,0,0.0,True,True,True,4,183,5,1,0,4,956,0.614174843,164,0.60106383,26
exp_v3,186,In which coutry is A.C. Milan playing?,select c.country from club as c where c.club_name ilike '%A.C. Milan%';,medium,30,True,SELECT c.country FROM club AS c JOIN club_league_history AS clh ON c.club_id = clh.club_id JOIN league AS l ON clh.league_id = l.league_id WHERE c.club_name = 'A.C. Milan',GPT-3.5$_{s}$,0,1,1,0,0,0,0.0,False,False,False,2,71,0,0,3,2,23,0.576320052,251,0.915492958,11
exp_v3,204,in which year did switzerland win against serbia.,SELECT T1.year FROM plays_match AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T1.opponent_team_id = T3.team_id WHERE T2.teamname = 'Switzerland' and T3.teamname = 'Serbia',hard,30,True,SELECT T1.year FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T1.teamname = 'Switzerland' AND T3.teamname = 'Serbia' AND T2.did_win = 'true',GPT-3.5$_{s}$,2,1,2,0,0,0,0.0,True,True,True,3,220,1,1,4,9,1074,0.746620893,376,0.977272727,30
exp_v3,214,List all clubs from Switzerland that were founded after 1930.,select * from club as c where c.country = 'Switzerland' and c.found_year > 1930;,medium,30,False,SELECT club_name FROM club WHERE country = 'Switzerland' AND found_year > 1930,GPT-3.5$_{s}$,0,1,2,0,0,0,0.0,False,False,False,2,80,2,0,4,3,91,0.550393879,215,0.625,14
exp_v3,219,"List all players for both teams in the lineup of the first game of 2006. Return the player names, the team name and shirt number.","select distinct nt.teamname, p.player_name, pf.shirt_number from player as p join player_fact as pf on p.player_id = pf.player_id join national_team as nt on pf.team_id = nt.team_id where pf.player_id in ( select mf.player_id from plays_match as m join match_fact as mf on m.match_team_id = mf.match_team_id where m.year = 2006 and mf.line_up = 'true' and m.match_id in ( select m.match_id from plays_match as m where m.year = 2006 order by m.datetime limit 1))",extra,30,False,"SELECT p.player_name, nt.teamname, pf.shirt_number FROM player AS p JOIN player_fact AS pf ON p.player_id = pf.player_id JOIN national_team AS nt ON pf.team_id = nt.team_id JOIN match_fact AS mf ON p.player_id = mf.player_id JOIN plays_match AS pm ON mf.match_team_id = pm.match_team_id WHERE pm.year = 2006 AND mf.line_up = 'true' ORDER BY nt.teamname, pf.shirt_number",GPT-3.5$_{s}$,3,4,6,0,0,2,0.0,False,True,True,4,461,2,3,4,41,848,0.623701811,234,0.553968254,70
exp_v3,221,List all results from all games played at the Allianz Arena.,"select HNT.teamname, ANT.teamname, m.team_goals, m.opponent_team_goals from plays_match as m join stadium as s on m.stadium_id = s.stadium_id join national_team as HNT on m.team_id = HNT.team_id join national_opponent_team as ANT on m.opponent_team_id = ANT.team_id where s.stadium_name = 'Allianz Arena' and m.team_role = 'home';",extra,30,False,"SELECT T1.teamname, T2.team_goals, T3.teamname, T2.opponent_team_goals, T2.year FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id JOIN stadium AS T4 ON T2.stadium_id = T4.stadium_id WHERE T4.stadium_name = 'Allianz Arena'",GPT-3.5$_{s}$,3,4,2,0,0,0,0.0,True,True,True,4,330,0,0,1,1,223,0.588428497,332,0.707462687,42
exp_v3,228,List the clubs in which Messi plays,SELECT * FROM player_club_team AS T3 JOIN player AS T2 ON T3.player_id = T2.player_id WHERE T2.player_name ilike '%MESSI%',hard,30,False,SELECT c.club_name FROM club AS c JOIN player_club_team AS pct ON c.club_id = pct.club_id JOIN player AS p ON pct.player_id = p.player_id WHERE p.player_name LIKE '%Messi%',GPT-3.5$_{s}$,1,1,1,0,0,0,0.0,False,False,False,3,122,0,0,1,4,178,0.702620625,182,0.820143885,18
exp_v3,231,List the home and away teams of all games played in the Giuseppe Meazza stadium.,"select HNT.teamname, ANT.teamname from plays_match as m join stadium as s on m.stadium_id = s.stadium_id join national_team as HNT on m.team_id = HNT.team_id join national_opponent_team as ANT on m.opponent_team_id = ANT.team_id where s.stadium_name = 'Giuseppe Meazza' and m.team_role = 'home';",extra,30,False,"SELECT T1.teamname AS home_team, T2.teamname AS away_team FROM national_team AS T1 JOIN plays_match AS T3 ON T1.team_id = T3.team_id JOIN national_opponent_team AS T2 ON T3.opponent_team_id = T2.team_id JOIN stadium AS T4 ON T3.stadium_id = T4.stadium_id WHERE T4.stadium_name = 'Giuseppe Meazza'",GPT-3.5$_{s}$,3,2,2,0,0,0,0.0,True,True,True,4,295,1,0,4,15,97,0.711396515,332,0.633333333,40
exp_v3,246,players of switzerland at worldcup 2018,SELECT T1.player_name FROM player AS T1 JOIN player_fact AS T3 ON T1.player_id = T3.player_id  JOIN national_team AS T2 ON T3.team_id = T2.team_id  WHERE T2.teamname = 'Switzerland' and T2.year = 2018,hard,30,False,SELECT T1.player_name FROM player AS T1 JOIN player_fact AS T2 ON T1.player_id = T2.player_id JOIN national_team AS T3 ON T2.team_id = T3.team_id WHERE T3.teamname = 'Switzerland' AND T2.year = 2018,GPT-3.5$_{s}$,2,1,2,0,0,0,0.0,False,False,False,3,200,1,0,4,2,245,0.807156146,532,0.965517241,30
exp_v3,259,Show all national teams who have won more than 2 world cups,SELECT T2.teamname FROM world_cup_result AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id WHERE T1.winner = 'true' GROUP BY T2.teamname HAVING COUNT(t1.year) > 2,hard,30,False,"SELECT T1.teamname, count(*) FROM national_team AS T1 JOIN world_cup_result AS T2 ON T1.team_id = T2.team_id WHERE T2.winner = 'true' GROUP BY T1.teamname HAVING count(*) > 2",GPT-3.5$_{s}$,1,1,2,1,0,0,0.0,True,True,True,3,170,1,0,4,12,566,0.771500111,715,0.77173913,25
exp_v3,268,Show Brazilian club names,SELECT * FROM club WHERE country = 'Brazil',easy,30,False,SELECT club_name FROM club WHERE country = 'Brazil',GPT-3.5$_{s}$,0,1,1,0,0,0,0.0,False,False,False,1,43,0,1,0,9,312,0.685265064,859,0.654545455,8
exp_v3,284,Show me the name of the player with the most played matches.,"select t1.player_name, count(*) from player as t1 join match_fact as t13 on t1.player_id = t13.player_id group by t1.player_name order by count(*) desc limit 1;",extra,30,True,"SELECT p.player_name, count(mf.match_id) FROM player AS p JOIN match_fact AS mf ON p.player_id = mf.player_id GROUP BY p.player_name ORDER BY count(mf.match_id) DESC LIMIT 1;",GPT-3.5$_{s}$,1,2,0,2,0,0,0.0,True,True,False,4,160,2,1,0,12,78,0.705833435,393,0.669856459,24
exp_v3,295,Show names of clubs from Austria,SELECT T1.club_name FROM club AS T1 WHERE T1.country = 'Austria',easy,30,True,SELECT club_name FROM club WHERE country = 'Austria',GPT-3.5$_{s}$,0,1,1,0,0,0,0.0,False,False,False,1,64,0,0,3,9,312,0.775143027,850,0.671428571,10
exp_v3,297,Show number of teams in 2022,SELECT count(T1.teamname) from national_team as T1 where T1.year = '2022',easy,30,True,SELECT count(*) FROM national_team WHERE year = 2022,GPT-3.5$_{s}$,0,1,1,1,0,0,0.0,False,False,False,1,73,1,0,0,13,573,0.776159763,61,0.712328767,10
exp_v3,314,Show the names of all players from France in 2018,SELECT T1.player_name FROM player AS T1 JOIN player_fact AS T3 ON T1.player_id = T3.player_id JOIN national_team AS T2 ON T3.team_id = T2.team_id WHERE T2.teamname = 'France' and T2.year = 2018,hard,30,True,SELECT player_name FROM player JOIN player_fact ON player.player_id = player_fact.player_id JOIN national_team ON player_fact.team_id = national_team.team_id WHERE national_team.teamname = 'France' AND player_fact.year_id = 2018,GPT-3.5$_{s}$,2,1,2,0,0,0,0.0,True,True,False,3,193,0,0,4,9,332,0.768046558,652,0.959390863,30
exp_v3,319,Show the number of goals of matches with Switzerland against Spain,"SELECT T2.year, T1.teamname, T3.teamname, T2.team_goals, T2.opponent_team_goals FROM national_team AS T1   JOIN plays_match AS T2 ON T1.team_id = T2.team_id   JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T1.teamname = 'Spain' and T3.teamname = 'Switzerland';",extra,30,False,SELECT SUM(pm.team_goals) FROM plays_match AS pm JOIN national_team AS nt1 ON pm.team_id = nt1.team_id JOIN national_opponent_team AS nt2 ON pm.opponent_team_id = nt2.team_id WHERE (nt1.teamname = 'Switzerland' AND nt2.teamname = 'Spain') OR (nt1.teamname = 'Spain' AND nt2.teamname = 'Switzerland'),GPT-3.5$_{s}$,2,5,3,0,0,0,0.0,True,True,True,4,289,2,1,3,12,126,0.800331712,90,0.863481229,34
exp_v3,327,show the result of the final of 2018,"SELECT teamname, team_goals FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN world_cup_result AS T3 ON T1.team_id = T3.team_id WHERE T2.stage = 'Final' and T3.year = 2018",hard,30,False,"SELECT T1.teamname, T2.team_goals, T3.teamname, T2.opponent_team_goals FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T2.year = 2018 AND T2.stage = 'Final'",GPT-3.5$_{s}$,2,2,3,0,0,0,0.0,True,True,True,3,201,0,0,1,0,401,0.736386538,612,0.777777778,31
exp_v3,351,Show the score of Brazil against Argentina,"SELECT T1.teamname, T2.team_role, T2.team_goals, T2.opponent_team_goals, T2.year FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T1.teamname = 'Brazil' and T3.teamname = 'Argentina'",hard,30,False,"SELECT T1.teamname, T2.team_goals, T3.teamname, T2.opponent_team_goals FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T1.teamname = 'Brazil' AND T3.teamname = 'Argentina'",GPT-3.5$_{s}$,2,5,2,0,0,0,0.0,True,True,True,3,284,0,0,4,0,333,0.818804562,90,0.968641115,34
exp_v3,377,What clubs had players at the 2018 World Cup?,SELECT DISTINCT T1.club_team_name  FROM player_club_team AS T1  JOIN player AS T3  ON T1.player_id = T3.player_id  JOIN player_fact AS  T4 ON T3.player_id = T4.player_id  JOIN national_team AS T2  ON T4.team_id = T2.team_id  WHERE T2.year = '2018 World Cup',extra,30,False,SELECT DISTINCT c.club_name FROM club AS c JOIN player_club_team AS pct ON c.club_id = pct.club_id JOIN player_fact AS pf ON pct.player_id = pf.player_id JOIN national_team AS nt ON pf.team_id = nt.team_id JOIN plays_match AS pm ON nt.team_id = pm.team_id WHERE pm.year = 2018,GPT-3.5$_{s}$,3,2,1,0,0,0,0.0,True,True,False,4,257,0,0,0,5,527,0.78336972,304,0.691275168,37
exp_v3,388,What is the country code of Arrigo Sacchi?,select c.country_code from coach as c where c.coach_name ilike '%Arrigo Sacchi%';,medium,30,True,SELECT c.country_code FROM coach AS c WHERE c.coach_name = 'Arrigo Sacchi',GPT-3.5$_{s}$,0,1,1,0,0,0,0.0,False,False,False,2,81,1,1,2,4,366,0.489517421,249,0.833333333,11
exp_v3,395,what is the result of austria vs. italy,"SELECT T1.teamname, T3.teamname, T2.team_goals, T2.opponent_team_goals, T2.year  FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id  JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id  WHERE T1.teamname = 'Austria' and T3.teamname = 'Italy' order by year desc",extra,30,False,"SELECT T1.teamname, T2.teamname, T3.team_goals, T3.opponent_team_goals, T3.year FROM national_team AS T1 JOIN plays_match AS T3 ON T1.team_id = T3.team_id JOIN national_opponent_team AS T2 ON T3.opponent_team_id = T2.team_id WHERE T1.teamname = 'Austria' AND T2.teamname = 'Italy'",GPT-3.5$_{s}$,2,5,2,0,0,0,0.0,True,True,True,4,302,0,0,4,1,456,0.644917369,90,0.892156863,38
exp_v3,407,what jersey number did David Beckham wore,SELECT T1.teamname FROM national_team AS T1 JOIN player_fact AS T3 ON T1.team_id = T3.team_id JOIN player AS T2 ON T3.player_id = T2.player_id WHERE T2.player_name ilike '%David Beckham%',extra,30,False,SELECT T1.shirt_number FROM player AS T1 WHERE T1.player_name LIKE '%David Beckham%',GPT-3.5$_{s}$,2,1,1,0,0,0,0.0,False,False,False,4,187,1,0,2,2,847,0.555214286,199,0.941176471,27
exp_v3,412,What player was substituted out the most during the 2014 world cup?,"SELECT p.player_name, COUNT(DISTINCT mf.match_team_id) FROM match_fact AS mf JOIN plays_match AS m ON m.match_team_id = mf.match_team_id JOIN player AS p ON p.player_id = mf.player_id WHERE m.year = 2014 AND mf.substitution_out = 'true' GROUP BY p.player_name ORDER BY COUNT(DISTINCT mf.match_team_id) DESC LIMIT 1",extra,30,False,"SELECT p.player_name, count(mf.substitution_out) FROM player AS p JOIN match_fact AS mf ON mf.player_id = p.player_id JOIN plays_match AS pm ON pm.match_id = mf.match_id WHERE pm.year = 2014 AND mf.substitution_out = 'true' GROUP BY p.player_name ORDER BY count(mf.substitution_out) DESC LIMIT 1;",GPT-3.5$_{s}$,2,3,2,2,0,0,0.0,False,True,True,4,314,2,0,0,3,78,0.689947128,411,0.950310559,42
exp_v3,426,What team shot the most goals in 2018,"SELECT T1.teamname, T1.goals FROM national_team AS T1 WHERE T1.year = 2018 ORDER BY T1.goals DESC LIMIT 1",hard,30,True,"SELECT T1.teamname, SUM(T2.team_goals) FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id WHERE T2.year = 2018 GROUP BY T1.teamname ORDER BY SUM(T2.team_goals) DESC LIMIT 1",GPT-3.5$_{s}$,0,2,1,0,0,0,0.0,False,False,False,3,105,2,1,0,20,782,0.860365152,622,0.685714286,17
