db_id,id,question,query,hardness,split,label,prediction,system,number_of_joins,number_of_projections,number_of_filters,number_of_aggregations,number_of_set_operations,number_of_subqueries,run,v1-v2-change,v1-v3-change,v2-v3-change,hardness_numeric,query_length,number_of_keywords,full_column_match,full_value_match,partial_column_match,question_similarity_train_query_id,similarity_score_nl,sql_similarity_train_query_id,similarity_score_sql
exp_v3,173,How often did italy participate?,SELECT count(*) FROM national_team AS T1 WHERE T1.teamname = 'Italy',easy,0,False,select count(*) from world_cup where qualified_team = 'Italy',T5-Picard-Keys,0,1,1,1,0,0,0.0,False,False,False,1,68,0,0,4,1,792,0.783982396,792,1.0
exp_v3,177,In what Stadium did Messi play,"SELECT stadium_name from stadium AS T1 
 join plays_match AS T2 on T1.stadium_id = T2.stadium_id 
 join national_team AS T3 on T3.team_id = T2.team_id
 join player_fact AS T4 on T4.team_id = T3.team_id 
 join player AS T5 on T5.player_id = T4.player_id 
 where player_name ilike '%Messi%' 
 group by T1.stadium_name",extra,0,False,"select t1.stadium_name from stadium as t1 join player as t2 on t1.stadium_id = t2.player_id where t2.player_name = ""Messi""",T5-Picard-Keys,4,1,1,0,0,0,0.0,True,True,True,4,315,0,0,1,4,178,0.967747331,736,0.552380952
exp_v3,181,In which club does Messi play?,"SELECT T1.club_team_name 
 FROM player_club_team AS T1 
 JOIN player AS T2 ON T1.player_id = T2.player_id 
 WHERE T2.player_name ilike '%MESSI%'",hard,0,False,"select t1.club_name from club as t1 join player_club_team as t2 on t1.club_id = t2.club_id join player as t3 on t2.player_id = t3.player_id where t3.player_name = ""Messi""",T5-Picard-Keys,1,1,1,0,0,0,0.0,True,True,False,3,144,0,0,1,4,178,0.783156216,182,0.916666667
exp_v3,184,In which country were the least amounts of games played?,"select s.country, count(DISTINCT m.match_id)
 from stadium as s
 join plays_match as m on s.stadium_id = m.stadium_id
 group by s.country
 order by count(DISTINCT m.match_id) asc
 limit 1;",extra,0,False,select t1.country from club as t1 join world_cup as t2 on t1.club_id,T5-Picard-Keys,1,3,0,2,0,0,0.0,True,True,True,4,188,5,1,0,4,956,0.614174843,164,0.60106383
exp_v3,186,In which coutry is A.C. Milan playing?,select c.country from club as c where c.club_name ilike '%A.C. Milan%';,medium,0,False,"select country from club where club_name = ""A.C. Milan""",T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,2,71,0,0,3,2,23,0.576320052,251,0.915492958
exp_v3,204,in which year did switzerland win against serbia.,SELECT T1.year FROM plays_match AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T1.opponent_team_id = T3.team_id WHERE T2.teamname = 'Switzerland' and T3.teamname = 'Serbia',hard,0,False,"select t1.year from plays_match as t1 join national_team as t2 on t1.team_id = t2.team_id join national_opponent_team as t3 on t1.team_id = t3.team_id where t2.team_initials = ""Switzerland"" and t3.team_initials = ""Serbia""",T5-Picard-Keys,2,1,2,0,0,0,0.0,True,True,True,3,220,1,1,4,9,1074,0.746620893,376,0.977272727
exp_v3,214,List all clubs from Switzerland that were founded after 1930.,select * from club as c where c.country = 'Switzerland' and c.found_year > 1930;,medium,0,False,select club_name from club where found_year > 1930,T5-Picard-Keys,0,1,2,0,0,0,0.0,False,False,False,2,80,2,0,4,3,91,0.550393879,215,0.625
exp_v3,219,"List all players for both teams in the lineup of the first game of 2006. Return the player names, the team name and shirt number.","select distinct nt.teamname, p.player_name, pf.shirt_number
 from player as p
 join player_fact as pf on p.player_id = pf.player_id
 join national_team as nt on pf.team_id = nt.team_id
 where pf.player_id in (
 select mf.player_id
 from plays_match as m
 join match_fact as mf on m.match_team_id = mf.match_team_id
 where m.year = 2006 and mf.line_up = 'true'
 and m.match_id in (
 select m.match_id
 from plays_match as m
 where m.year = 2006
 order by m.datetime
 limit 1))",extra,0,False,"select t1.player_name, t2.teamname, t2.shirt_number from player as t1 join player_club_team as t3 on t1.player_id = t3.player_id join plays_match as t4 on t",T5-Picard-Keys,3,4,6,0,0,2,0.0,False,True,True,4,475,2,3,4,41,848,0.623701811,234,0.553968254
exp_v3,221,List all results from all games played at the Allianz Arena.,"select HNT.teamname, ANT.teamname, m.team_goals, m.opponent_team_goals
 from plays_match as m
 join stadium as s on m.stadium_id = s.stadium_id
 join national_team as HNT on m.team_id = HNT.team_id
 join national_opponent_team as ANT on m.opponent_team_id = ANT.team_id
 where s.stadium_name = 'Allianz Arena' and m.team_role = 'home';",extra,0,False,"select t1.matches_played from world_cup as t1 join plays_match as t2 on t1.venue = t2.stadium_id join national_team as t3 on t2.team_id = t3.team_id where t1.year = 2010 and t2.stadium_id = ""Allianz Arena""",T5-Picard-Keys,3,4,2,0,0,0,0.0,True,True,True,4,335,0,0,1,1,223,0.588428497,332,0.707462687
exp_v3,228,List the clubs in which Messi plays,SELECT * FROM player_club_team AS T3 JOIN player AS T2 ON T3.player_id = T2.player_id WHERE T2.player_name ilike '%MESSI%',hard,0,False,select t1.club_name from club as t1 join player_club_team as t2 on t1.club_id = t2.club_id where t2.player_id = 'Messi',T5-Picard-Keys,1,1,1,0,0,0,0.0,False,False,False,3,122,0,0,1,4,178,0.702620625,182,0.820143885
exp_v3,231,List the home and away teams of all games played in the Giuseppe Meazza stadium.,"select HNT.teamname, ANT.teamname
 from plays_match as m
 join stadium as s on m.stadium_id = s.stadium_id
 join national_team as HNT on m.team_id = HNT.team_id
 join national_opponent_team as ANT on m.opponent_team_id = ANT.team_id
 where s.stadium_name = 'Giuseppe Meazza' and m.team_role = 'home';",extra,0,False,"select t1.teamname, t1.team_initials from national_team as t1 join plays_match as t2 on t1.team_id = t2.team_id join stadium as t3 on t3.stadium_id = t2.stadium_id where t1.year = 2004 and t3.stadium_name = ""Giuseppe Meazza""",T5-Picard-Keys,3,2,2,0,0,0,0.0,True,True,True,4,300,1,0,4,15,97,0.711396515,332,0.633333333
exp_v3,246,players of switzerland at worldcup 2018,"SELECT T1.player_name
 FROM player AS T1 JOIN player_fact AS T3 ON T1.player_id = T3.player_id 
 JOIN national_team AS T2 ON T3.team_id = T2.team_id 
 WHERE T2.teamname = 'Switzerland' and T2.year = 2018",hard,0,False,select t2.player_name from world_cup as t1 join player as t2 on t1.qualified_team = t2.player_id where t1.year = 2018,T5-Picard-Keys,2,1,2,0,0,0,0.0,False,False,False,3,203,1,0,4,2,245,0.807156146,532,0.965517241
exp_v3,259,Show all national teams who have won more than 2 world cups,"SELECT T2.teamname FROM world_cup_result AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id WHERE T1.winner = 'true' GROUP BY T2.teamname
 HAVING COUNT(t1.year) > 2",hard,0,False,select t1.teamname from national_team as t1 join world_cup as t2 on t1.team_id = t2.qualified_team group by t1.team_id having count(*) > 2,T5-Picard-Keys,1,1,2,1,0,0,0.0,True,True,True,3,171,1,0,4,12,566,0.771500111,715,0.77173913
exp_v3,268,Show Brazilian club names,SELECT * FROM club WHERE country = 'Brazil',easy,0,False,"select club_name from club where country = ""Brazil""",T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,1,43,0,1,0,9,312,0.685265064,859,0.654545455
exp_v3,284,Show me the name of the player with the most played matches.,"select t1.player_name, count(*) from player as t1
 join match_fact as t13 on t1.player_id = t13.player_id
 group by t1.player_name order by count(*) desc limit 1;",extra,0,False,exp_v3,T5-Picard-Keys,1,2,0,2,0,0,0.0,True,True,False,4,162,2,1,0,12,78,0.705833435,393,0.669856459
exp_v3,295,Show names of clubs from Austria,SELECT T1.club_name FROM club AS T1 WHERE T1.country = 'Austria',easy,0,True,select club_name from club where country = 'Austria',T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,1,64,0,0,3,9,312,0.775143027,850,0.671428571
exp_v3,297,Show number of teams in 2022,SELECT count(T1.teamname) from national_team as T1 where T1.year = '2022',easy,0,True,select count(*) from national_team where year = 2022,T5-Picard-Keys,0,1,1,1,0,0,0.0,False,False,False,1,73,1,0,0,13,573,0.776159763,61,0.712328767
exp_v3,314,Show the names of all players from France in 2018,"SELECT T1.player_name
 FROM player AS T1
 JOIN player_fact AS T3 ON T1.player_id = T3.player_id
 JOIN national_team AS T2 ON T3.team_id = T2.team_id
 WHERE T2.teamname = 'France' and T2.year = 2018",hard,0,False,"select player_name from player where dob = 18 and country_code = ""FR"" and year",T5-Picard-Keys,2,1,2,0,0,0,0.0,True,True,False,3,197,0,0,4,9,332,0.768046558,652,0.959390863
exp_v3,319,Show the number of goals of matches with Switzerland against Spain,"SELECT T2.year, T1.teamname, T3.teamname, T2.team_goals, T2.opponent_team_goals
FROM national_team AS T1
    JOIN plays_match AS T2 ON T1.team_id = T2.team_id
    JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id
WHERE T1.teamname = 'Spain' and T3.teamname = 'Switzerland';",extra,0,False,exp_v3,T5-Picard-Keys,2,5,3,0,0,0,0.0,True,True,True,4,293,2,1,3,12,126,0.800331712,90,0.863481229
exp_v3,327,show the result of the final of 2018,"SELECT teamname, team_goals FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN world_cup_result AS T3 ON T1.team_id = T3.team_id WHERE T2.stage = 'Final' and T3.year = 2018",hard,0,False,select t1.win_conditions from plays_match as t1 join world_cup as t2 on t1.,T5-Picard-Keys,2,2,3,0,0,0,0.0,True,True,True,3,201,0,0,1,0,401,0.736386538,612,0.777777778
exp_v3,351,Show the score of Brazil against Argentina,"SELECT T1.teamname, T2.team_role, T2.team_goals, T2.opponent_team_goals, T2.year FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T1.teamname = 'Brazil' and T3.teamname = 'Argentina'",hard,0,False,"select t1.goals_scored from world_cup as t1 join national_team as t2 on avg(t1.goals_scored) = t2.team_initials where t1.year = 2014 and t2.teamname = ""Brazil"" and t2.teamname = ""Argentina""",T5-Picard-Keys,2,5,2,0,0,0,0.0,True,True,True,3,284,0,0,4,0,333,0.818804562,90,0.968641115
exp_v3,377,What clubs had players at the 2018 World Cup?,"SELECT DISTINCT T1.club_team_name 
 FROM player_club_team AS T1 
 JOIN player AS T3 
 ON T1.player_id = T3.player_id 
 JOIN player_fact AS 
 T4 ON T3.player_id = T4.player_id 
 JOIN national_team AS T2 
 ON T4.team_id = T2.team_id 
 WHERE T2.year = '2018 World Cup'",extra,0,False,exp_v3,T5-Picard-Keys,3,2,1,0,0,0,0.0,True,True,False,4,265,0,0,0,5,527,0.78336972,304,0.691275168
exp_v3,388,What is the country code of Arrigo Sacchi?,select c.country_code from coach as c where c.coach_name ilike '%Arrigo Sacchi%';,medium,0,False,"select country_code from coach where coach_name = ""Arrigo Sacchi""",T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,2,81,1,1,2,4,366,0.489517421,249,0.833333333
exp_v3,395,what is the result of austria vs. italy,"SELECT T1.teamname, T3.teamname, T2.team_goals, T2.opponent_team_goals, T2.year 
 FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id 
 JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id 
 WHERE T1.teamname = 'Austria' and T3.teamname = 'Italy'
 order by year desc",extra,0,False,select t1.win_conditions from plays_match as t1 join national_team as t2 on t1.team_id = t2.team_id where t2.year = 2010,T5-Picard-Keys,2,5,2,0,0,0,0.0,True,True,True,4,306,0,0,4,1,456,0.644917369,90,0.892156863
exp_v3,407,what jersey number did David Beckham wore,SELECT T1.teamname FROM national_team AS T1 JOIN player_fact AS T3 ON T1.team_id = T3.team_id JOIN player AS T2 ON T3.player_id = T2.player_id WHERE T2.player_name ilike '%David Beckham%',extra,0,False,"select shirt_number from player_fact where player_id = (select player_id from player_fact where position = ""attack"")",T5-Picard-Keys,2,1,1,0,0,0,0.0,False,False,False,4,187,1,0,2,2,847,0.555214286,199,0.941176471
exp_v3,412,What player was substituted out the most during the 2014 world cup?,"SELECT p.player_name, COUNT(DISTINCT mf.match_team_id)
 FROM match_fact AS mf
 JOIN plays_match AS m ON m.match_team_id = mf.match_team_id
 JOIN player AS p ON p.player_id = mf.player_id
 WHERE m.year = 2014
 AND mf.substitution_out = 'true'
 GROUP BY p.player_name
 ORDER BY COUNT(DISTINCT mf.match_team_id) DESC
 LIMIT 1",extra,0,False,exp_v3,T5-Picard-Keys,2,3,2,2,0,0,0.0,False,True,True,4,322,2,0,0,3,78,0.689947128,411,0.950310559
exp_v3,426,What team shot the most goals in 2018,"SELECT T1.teamname, T1.goals FROM national_team AS T1 WHERE T1.year = 2018 ORDER BY T1.goals DESC LIMIT 1",hard,0,False,select t1.teamname from national_team as t1 join national_opponent_team as t2 on t1.team_id = t2.team_id where t2.year = 2018 group by t1.teamname order by count(*) desc limit 1,T5-Picard-Keys,0,2,1,0,0,0,0.0,False,False,False,3,105,2,1,0,20,782,0.860365152,622,0.685714286
exp_v3,435,What was the result of England vs. Spain,SELECT T1.coach_name FROM coach AS T1 JOIN player_fact AS T2 ON T1.coach_id = T2.coach_id JOIN national_team AS T4 ON T2.team_id = T4.team_id JOIN plays_match AS T3 ON T4.team_id = T3.team_id WHERE T2.shirt_number = 10 and T3.year = 2006,hard,0,False,"select t1.win_conditions from plays_match as t1 join national_team as t2 on t1.team_id = t2.team_id where t1.year = 2010 and t2.teamname = ""England"" and t2.team_initials = ""Spain""",T5-Picard-Keys,3,1,2,0,0,0,0.0,True,True,True,3,237,1,0,3,0,373,0.639624238,628,0.734126984
exp_v3,438,What was the score between Germany and Brazil in 2014?,"select T1.teamname, T3.teamname, T2.team_goals, T2.opponent_team_goals
 from national_team as T1
 join plays_match as T2 on T2.team_id = T1.team_id
 join national_team as T3 on T3.team_id = T2.opponent_team_id
 where T1.teamname like '%Brazil%' and T3.teamname like '%Germany%' and T2.year = 2014",extra,0,False,"select t1.goals_scored from world_cup as t1 join national_team as t2 on t1.qualified_team = t2.team_id where t1.year = 2014 and t2.teamname = ""Germany"" and t2.teamname = ""Brazil""",T5-Picard-Keys,2,4,3,0,0,0,0.0,True,True,True,4,296,2,0,4,1,109,0.808224082,338,0.833846154
exp_v3,447,when did England win the world cup,"SELECT T2.year
 FROM national_team AS T1
 JOIN world_cup_result AS T2 ON T2.team_id = T1.team_id
 WHERE T1.teamname ilike '%England%' and winner = 'True'
 ORDER BY T2.year DESC",extra,0,False,select year from world_cup where qualified_team = 'England',T5-Picard-Keys,1,1,3,0,0,0,0.0,True,True,True,4,176,1,0,4,3,446,0.870731473,446,0.704545455
exp_v3,491,Which distinct players have gotten at lleast one yellow card at the world cup? Return the name.,"select distinct t1.player_name
 from player as t1
 join match_fact as t2 on t2.player_id = t1.player_id
 where t2.yellow_card = 'true';",medium,0,False,select distinct t1.player_name from player as t1 join player_fact as t2 on t1.player_id = t2.player_id where t2.year_id in (select t2.year_id from world_cup),T5-Picard-Keys,1,2,1,0,0,0,0.0,True,True,False,2,135,2,1,4,13,489,0.928261876,490,0.962962963
exp_v3,492,Which distinct players have scored at least a goal at the world cup? Return the name.,"select distinct t1.player_name
 from player as t1
 join match_fact as t2 on t2.player_id = t1.player_id
 where t2.goal = 'true';",medium,0,False,select distinct t1.player_name from player as t1 join player_fact as t2 on t1.player_id = t2.player_id join world_cup as t3 on,T5-Picard-Keys,1,2,1,0,0,0,0.0,True,True,False,2,128,3,1,0,17,411,0.755590916,490,0.946969697
exp_v3,506,Which national team won the world cup in 1998,SELECT T1.teamname FROM national_team AS T1 JOIN world_cup_result AS T2 ON T1.team_id = T2.team_id WHERE T2.year = 1998 and T2.winner = 'true',medium,0,False,select t1.teamname from national_team as t1 join world_cup as t2 on t1.team_id = t2.qualified_team where t2.year = 1998,T5-Picard-Keys,1,1,3,0,0,0,0.0,True,True,True,2,142,0,0,0,12,757,0.806962729,927,0.992957746
exp_v3,518,which player has the most yellow cards overall?,"SELECT T1.player_name, count( T2.yellow_card) FROM player AS T1 JOIN match_fact AS T2 ON T1.player_id = T2.player_id GROUP BY T1.player_name ORDER BY count( T2.yellow_card) DESC LIMIT 1",extra,0,False,select player_name from player where player_id = (select player_id from player_fact group by player_id order by count(*) desc limit 1),T5-Picard-Keys,1,3,0,2,0,0,0.0,False,False,False,4,185,2,1,0,7,884,0.711764157,515,0.67027027
exp_v3,528,which players have played in the final of worldcup 2014,"SELECT DISTINCT T1.player_name 
 FROM player AS T1 JOIN player_fact AS T3 ON T1.player_id = T3.player_id JOIN national_team AS T2 ON T3.team_id = T2.team_id 
 JOIN plays_match AS T4 ON T2.team_id = T4.team_id 
 WHERE T4.stage = 'Final' and T2.year = 2014",extra,0,False,select t1.player_name from player as t1 join plays_match as t2 on t1.player_id = t2.team_id join world_cup as t3 on t2.match_id = t3.matches_played where t3.year = 2014,T5-Picard-Keys,3,2,3,0,0,0,0.0,True,True,True,4,254,0,0,1,4,575,0.710785329,535,0.744094488
exp_v3,529,Which players of the world cup 2022 were born in 2004 or later?,"SELECT DISTINCT T2.player_name
 FROM national_team AS T1
 JOIN player_fact AS T4 ON T1.team_id = T4.team_id
 JOIN player AS T2 ON T4.player_id = T2.player_id
 JOIN match_fact AS T5 ON T2.player_id = T5.player_id
 JOIN plays_match AS T3 ON T5.match_team_id = T3.match_team_id
 WHERE T2.dob >= '2004-01-01' and T3.year = 2022",extra,0,False,select player_name from player where dob >= 2004,T5-Picard-Keys,4,2,2,0,0,0,0.0,False,True,True,4,323,0,0,1,3,738,0.716699123,662,0.85915493
exp_v3,530,Which players play for Bayern Munich ?,"select distinct p.player_name
 from player AS p 
 join player_club_team AS pc on p.player_id = pc.player_id
 join club AS c on pc.club_id = c.club_id
 where club_team_name = 'FC Bayern Munich'",hard,0,False,"select player_name from player as t1 join player_club_team as t2 on t1.player_id = t2.player_id join club as t3 on t2.club_id = t3.club_id where t3.club_name = ""Bayern Munich""",T5-Picard-Keys,2,2,1,0,0,0,0.0,True,True,False,3,192,0,0,3,2,526,0.63752383,41,0.677083333
exp_v3,534,Which players played for Switzerland in 2014? Return the names of the players,"select distinct p.player_name from player as p 
 join player_fact as pf on p.player_id = pf.player_id 
 join national_team as nt on pf.team_id = nt.team_id
 where nt.teamname = 'Switzerland' and year = 2014;",hard,0,False,exp_v3,T5-Picard-Keys,2,2,2,0,0,0,0.0,False,False,False,3,207,1,0,4,12,535,0.862837374,43,0.768115942
