db_id,id,question,query,hardness,split,label,prediction,system,number_of_joins,number_of_projections,number_of_filters,number_of_aggregations,number_of_set_operations,number_of_subqueries,run,v1-v2-change,v1-v3-change,v2-v3-change,hardness_numeric,query_length,number_of_keywords,full_column_match,full_value_match,partial_column_match,question_similarity_train_query_id,similarity_score_nl,sql_similarity_train_query_id,similarity_score_sql
exp_v2,122,How many goals did switzerland score in 2018,"select sum(t.g)
from
    (select sum(T2.away_team_goals) as g
 from national_team as T1
     join plays_as_away as T2 on T1.team_id = T2.team_id
     join match as T3 on T3.match_id = T2.match_id
 where T1.teamname like '%Switzerland%' and T1.year = 2018
UNION
select sum(T2.home_team_goals) as g
 from national_team as T1
     join plays_as_home as T2 on T1.team_id = T2.team_id
     join match as T3 on T3.match_id = T2.match_id
 where T1.teamname like '%Switzerland%' and T1.year = 2018) as t",extreme,200,False,select count(*) from match_fact as t1 join match as t2 on t1.match_id = t2.match_id join national_team as t3 on t1.team_id = t3.team_id where t3.teamname = 'Switzerland' and t2.year = 2018,T5-Picard-Keys,4,1,4,3,1,0,0.0,True,True,True,5,495,1,0,0,0,441,0.856562555,101,0.656565657
exp_v2,123,how many goals has France scored in the 2022 world cup,"select sum(t.sum)
from(
SELECT SUM(T2.home_team_goals)
 FROM national_team AS T1
 JOIN plays_as_home AS T2 ON T1.team_id = T2.team_id
 JOIN match AS T3 ON T3.match_id = T2.match_id
 JOIN plays_as_away AS T4 ON T3.match_id = T4.match_id
 JOIN national_team as T5 ON T5.team_id = T4.team_id
 WHERE T3.year = 2022 and T1.teamname ilike '%France'
UNION
SELECT SUM(T4.away_team_goals)
 FROM national_team AS T1
 JOIN plays_as_home AS T2 ON T1.team_id = T2.team_id
 JOIN match AS T3 ON T3.match_id = T2.match_id
 JOIN plays_as_away AS T4 ON T3.match_id = T4.match_id
 JOIN national_team as T5 ON T5.team_id = T4.team_id
 WHERE T3.year = 2022 and T5.teamname ilike '%France') as t",extreme,200,False,"select t1.teamname, count(*) from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id join match as t3 on t2.match_id = t3.match_id join plays_as_away as t4 on t4.match_id = t3.match_id join national_team",T5-Picard-Keys,8,4,4,3,1,0,0.0,True,True,True,5,673,0,0,0,0,107,0.884670258,1074,0.765230312
exp_v2,124,How many goals has Giroud scored?,SELECT count(*) FROM match_fact AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T1.goal = 'true' and T2.player_name ilike '%Giroud%',medium,200,False,"select t2.player_name, count(*) from match_fact as t1 join player as t2 on t1.player_id = t2.player_id where t1.goal = 'true' and t2.player_name = 'Giroud'",T5-Picard-Keys,1,1,2,1,0,0,0.0,False,False,False,2,145,0,1,1,9,110,0.917120218,115,0.95862069
exp_v2,136,How many matches were played in each stadium at the 2014 World Cup in Brazil?,"SELECT stadium_name, count(stadium_name)
 FROM stadium JOIN match on stadium.stadium_id = match.stadium_id
 WHERE year = '2014'
 GROUP BY stadium_name
 ORDER BY count(stadium_name) DESC;",extra,200,False,"select t1.stadium_name, count(*) from stadium as t1 join match as t2 on t1.stadium_id = t2.stadium_id where t1.country = 'Brazil' and t2.year = 2014 group by t1.stadium_name",T5-Picard-Keys,1,2,1,2,0,0,0.0,False,True,True,4,186,0,0,6,7,164,0.821395218,180,0.559139785
exp_v2,142,How many players did the swiss team have in the 2022 world cup,SELECT DISTINCT count(DISTINCT T1.player_name) FROM player AS T1 JOIN player_fact AS T3 ON T1.player_id = T3.player_id JOIN national_team AS T2 ON T3.team_id = T2.team_id WHERE T2.teamname = 'Switzerland' and T2.year = 2022,hard,200,True,select count(*) from player as t1 join player_fact as t3 on t1.player_id = t3.player_id join national_team as t2 on t3.team_id = t2.team_id where t2.teamname = 'Switzerland' and t2.year = 2022,T5-Picard-Keys,2,3,2,1,0,0,0.0,False,False,False,3,223,0,0,6,11,135,0.802521944,535,0.919282511
exp_v2,144,How many players have played so far?,SELECT count(distinct p.player_id) from player as p join player_fact as pf on p.player_id = pf.player_id;,easy,200,False,select count(distinct player_name) from match_fact as t1 join player as t2 on t1.player_id = t2.player_id join match as t3 on t1.match_id = t3.match_id where t3.year = 2022,T5-Picard-Keys,1,2,0,1,0,0,0.0,False,False,False,1,105,0,0,0,3,515,0.606597185,490,0.545454545
exp_v2,147,How many red cards did the team of england receive in the world cup of 1966?,SELECT count( T1.red_card) FROM match_fact AS T1 JOIN match AS T2 ON T1.match_id = T2.match_id JOIN plays_as_away as T3 on T2.match_id = T3.match_id JOIN national_team as T4 on T3.team_id = T4.team_id WHERE T4.teamname = 'England' and T2.year = 1966 and T1.red_card = 'true' UNION SELECT count( T1.red_card) FROM match_fact AS T1 JOIN match AS T2 ON T1.match_id = T2.match_id JOIN plays_as_home as T3 on T2.match_id = T3.match_id JOIN national_team as T4 on T3.team_id = T4.team_id WHERE T4.teamname = 'England' and T2.year = 1966 and T1.red_card = 'true',extra,200,False,select count(*) from match_fact as t1 join match as t2 on t1.match_id = t2.match_id join national_team as t3 on t1.team_id = t3.team_id where t3.teamname = 'England' and t2.year = 1996,T5-Picard-Keys,6,2,6,2,1,0,0.0,True,True,True,4,555,1,1,7,13,146,0.815996826,197,0.726126126
exp_v2,155,How many times did England win the world cup,"SELECT count(*)
FROM world_cup_result AS T1
    JOIN national_team AS T2 ON T1.team_id = T2.team_id
WHERE T2.teamname = 'England' and T1.prize = 'winner'",medium,200,True,select count(*) from national_team as t1 join world_cup_result as t2 on t1.team_id = t2.team_id where t2.prize = 'winner' and t1.teamname = 'England',T5-Picard-Keys,1,1,2,1,0,0,0.0,True,True,True,2,153,1,0,4,5,446,0.793739378,170,0.954248366
exp_v2,158,How many times did Switzerland play against Brasil,"SELECT count(*)
FROM match AS T1
    JOIN plays_as_home AS T2 On T1.match_id = T2.match_id
    JOIN national_team AS T3 ON T2.team_id = T3.team_id
    JOIN plays_as_away AS T4 On T1.match_id = T4.match_id
    JOIN national_team AS T5 ON T4.team_id = T5.team_id
WHERE T3.teamname = 'Switzerland' and T5.teamname = 'Brazil' or T3.teamname = 'Brazil' and T5.teamname = 'Switzerland'",extra,200,False,select count(*) from match as t1 join plays_as_home as t2 on t1.match_id = t2.match_id join national_team as t3 on t2.team_id = t3.team_id where t3.teamname = 'Switzerland' and t3.teamname = 'Brazil',T5-Picard-Keys,4,1,4,1,0,0,0.0,True,True,True,4,379,1,0,4,3,376,0.815612197,956,0.800995025
exp_v2,173,How often did italy participate?,SELECT count(*) FROM national_team AS T1 WHERE T1.teamname = 'Italy',easy,200,False,select count(*) from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id where t1.teamname = 'Italy',T5-Picard-Keys,0,1,1,1,0,0,0.0,False,False,False,1,68,0,0,4,1,792,0.783982396,792,1.0
exp_v2,177,In what Stadium did Messi play,"SELECT stadium_name from stadium AS T1
 join match AS T2 on T1.stadium_id = T2.stadium_id
 join plays_as_away AS T3 on T3.match_id = T2.match_id
 join national_team AS T4 on T3.team_id = T4.team_id
 join player_fact AS T5 on T4.team_id = T5.team_id
 join player AS T6 on T5.player_id = T6.player_id
 where player_name ilike '%Messi%'
 group by T1.stadium_name
UNION
SELECT stadium_name from stadium AS T1
 join match AS T2 on T1.stadium_id = T2.stadium_id
 join plays_as_home AS T3 on T3.match_id = T2.match_id
 join national_team AS T4 on T3.team_id = T4.team_id
 join player_fact AS T5 on T4.team_id = T5.team_id
 join player AS T6 on T5.player_id = T6.player_id
 where player_name ilike '%Messi%'
 group by T1.stadium_name",extra,200,False,select distinct t1.stadium_name from stadium as t1 join match as t2 on t1.stadium_id = t2.stadium_id join match_fact as t3 on t2.match_id = t3.match_id join player as t4 on t3.player_id = t4.player_id where t4.player_name = 'Messi',T5-Picard-Keys,10,1,2,0,1,0,0.0,True,True,True,4,725,0,0,1,4,178,0.967747331,197,0.553103448
exp_v2,181,In which club does Messi play?,"SELECT T1.club_team_name 
 FROM player_club_team AS T1 
 JOIN player AS T2 ON T1.player_id = T2.player_id 
 WHERE T2.player_name ilike '%MESSI%'",medium,200,False,select distinct t1.club_team_name from player_club_team as t1 join player as t2 on t1.player_id = t2.player_id where t2.player_name = 'Messi',T5-Picard-Keys,1,1,1,0,0,0,0.0,True,True,False,2,144,0,0,1,4,178,0.783156216,182,0.916666667
exp_v2,184,In which country were the least amounts of games played?,"select s.country, count(*)
 from stadium as s
 join match as m on s.stadium_id = m.stadium_id
 group by s.country
 order by count(*) asc
 limit 1;",extra,200,True,"select t1.country, count(*) from stadium as t1 join match as t2 on t1.stadium_id = t2.stadium_id group by t1.country order by count(*) asc limit 1",T5-Picard-Keys,1,2,0,2,0,0,0.0,True,True,True,4,146,5,1,0,4,956,0.614174843,404,0.691780822
exp_v2,186,In which coutry is A.C. Milan playing?,select c.country from club as c where c.club_name ilike '%A.C. Milan%';,easy,200,False,select t1.country from stadium as t1 join match as t2 on t1.stadium_id = t2.stadium_id join player_club_team as t3 on t3.player_id = t3.player_id join player as t4 on t3.player_id = t4.player_id join national_team as t5 on t4.player_id = t5.team_id where t5.teamname = 'A.C. Milan',T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,1,71,0,0,3,2,23,0.576320052,251,0.915492958
exp_v2,204,in which year did switzerland win against serbia.,"SELECT T1.year
FROM match AS T1
    JOIN plays_as_home AS T2 ON T1.match_id = T2.match_id
    JOIN national_team AS T3 ON T2.team_id = T3.team_id
    JOIN plays_as_away AS T4 ON T1.match_id = T4.match_id
    JOIN national_team AS T5 ON T4.team_id = T5.team_id
WHERE T3.teamname = 'Switzerland' and T5.teamname = 'Serbia' or T3.teamname = 'Serbia' and T5.teamname = 'Switzerland'
",extra,200,False,select t1.year from match as t1 join plays_as_home as t2 on t1.match_id = t2.match_id join national_team as t3 on t2.team_id = t3.team_id where t3.teamname = 'Switzerland' and t1.did_home_win = 'True' and t3.teamname = 'Serbia',T5-Picard-Keys,4,1,4,0,0,0,0.0,True,True,True,4,379,1,1,4,9,1074,0.746620893,956,0.803482587
exp_v2,214,List all clubs from Switzerland that were founded after 1930.,select * from club as c where c.country = 'Switzerland' and c.found_year > 1930;,medium,200,False,select distinct t1.club_name from club as t1 where t1.found_year > 1930 and t1.country = 'Switzerland',T5-Picard-Keys,0,1,2,0,0,0,0.0,False,False,False,2,80,2,0,7,3,91,0.550393879,215,0.625
exp_v2,219,"List all players for both teams in the lineup of the first game of 2006. Return the player names, the team name and shirt number.","select distinct nt.teamname, p.player_name, pf.shirt_number
 from player as p
 join player_fact as pf on p.player_id = pf.player_id
 join national_team as nt on pf.team_id = nt.team_id
 where pf.player_id in (
 select mf.player_id
 from match as m
 join match_fact as mf on m.match_id = mf.match_id
 where m.year = 2006 and mf.line_up = 'true'
 and m.match_id in (
 select m.match_id
 from match as m
 where m.year = 2006
 order by m.datetime
 limit 1))",extra,200,False,"select t1.player_name, t2.teamname, t3.shirt_number from player as t1 join player_fact as t3 on t1.player_id = t3.player_id join national_team as t2 on t3.team_id = t2.team_id where t2.year = 2006 order by t2.year limit 1",T5-Picard-Keys,3,4,6,0,0,2,0.0,False,True,True,4,453,2,3,9,33,848,0.623701811,540,0.498896247
exp_v2,221,List all results from all games played at the Allianz Arena.,"select HNT.teamname, ONT.teamname, mht.home_team_goals, mat.away_team_goals
 from match as m
 join stadium as s on m.stadium_id = s.stadium_id
 join plays_as_home as mht on m.match_id = mht.match_id
 join national_team as HNT on mht.team_id = HNT.team_id
 join plays_as_away as mat on m.match_id = mat.match_id
 join national_team as ONT on ONT.team_id = mat.team_id
 where s.stadium_name = 'Allianz Arena';",extra,200,False,"select t1.teamname, t2.home_team_goals from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id join match as t3 on t2.match_id = t3.match_id join stadium as t4 on t3.stadium_id = t4.stadium_id where t4.stadium_name = 'Allianz Arena'",T5-Picard-Keys,5,4,1,0,0,0,0.0,True,True,True,4,407,0,0,1,1,223,0.588428497,50,0.665847666
exp_v2,228,List the clubs in which Messi plays,SELECT * FROM player_club_team AS T3 JOIN player AS T2 ON T3.player_id = T2.player_id WHERE T2.player_name ilike '%MESSI%',medium,200,False,select distinct t1.club_team_name from player_club_team as t1 join player as t2 on t1.player_id = t2.player_id where t2.player_name = 'Messi',T5-Picard-Keys,1,1,1,0,0,0,0.0,False,False,False,2,122,0,0,1,4,178,0.702620625,182,0.820143885
exp_v2,231,List the home and away teams of all games played in the Giuseppe Meazza stadium.,"select HNT.teamname, ANT.teamname
 from match as m
 join stadium as s on m.stadium_id = s.stadium_id
 join plays_as_home as mht on m.match_id = mht.match_id
 join national_team as HNT on mht.team_id = HNT.team_id
 join plays_as_away as mat on mat.match_id = m.match_id
 join national_team as ANT on mat.team_id = ANT.team_id
 where s.stadium_name = 'Giuseppe Meazza';",extra,200,False,"select t1.teamname, t2.home_team_goals from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id join match as t3 on t2.match_id = t3.match_id join stadium as t4 on t3.stadium_id = t4.stadium_id where t4.stadium_name = 'Giuseppe Meazza'",T5-Picard-Keys,5,2,1,0,0,0,0.0,True,True,True,4,367,1,1,3,16,97,0.711396515,50,0.61852861
exp_v2,246,players of switzerland at worldcup 2018,"SELECT T1.player_name
 FROM player AS T1 JOIN player_fact AS T3 ON T1.player_id = T3.player_id 
 JOIN national_team AS T2 ON T3.team_id = T2.team_id 
 WHERE T2.teamname = 'Switzerland' and T2.year = 2018",hard,200,True,select t1.player_name from player as t1 join player_fact as t3 on t1.player_id = t3.player_id join national_team as t2 on t3.team_id = t2.team_id where t2.teamname = 'Switzerland' and t2.year = 2018,T5-Picard-Keys,2,1,2,0,0,0,0.0,False,False,False,3,203,1,0,7,2,245,0.807156146,532,0.965517241
exp_v2,259,Show all national teams who have won more than 2 world cups,"SELECT T2.teamname
FROM world_cup_result AS T1
    JOIN national_team AS T2 ON T1.team_id = T2.team_id
WHERE T1.prize = 'winner' GROUP BY T2.teamname
 HAVING COUNT(t1.year) > 2",hard,200,True,select t1.teamname from national_team as t1 join world_cup_result as t2 on t1.team_id = t2.team_id where t2.prize = 'winner' group by t1.teamname having count(*) > 2,T5-Picard-Keys,1,1,2,1,0,0,0.0,True,True,True,3,176,1,0,9,8,566,0.771500111,715,0.756756757
exp_v2,268,Show Brazilian club names,SELECT * FROM club WHERE country = 'Brazil',easy,200,False,select t1.club_name from club as t1 where t1.country = 'Brazil',T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,1,43,0,1,0,9,312,0.685265064,859,0.654545455
exp_v2,284,Show me the name of the player with the most played matches.,"select t1.player_name, count(*) from player as t1
 join match_fact as t13 on t1.player_id = t13.player_id
 group by t1.player_name order by count(*) desc limit 1;",extra,200,True,"select t1.player_name, count(*) from player as t1 join match_fact as t2 on t1.player_id = t2.player_id join match as t3 on t3.match_id = t2.match_id group by t1.player_name order by count(*) desc limit 1",T5-Picard-Keys,1,2,0,2,0,0,0.0,True,True,False,4,162,2,1,0,11,78,0.705833435,393,0.669856459
exp_v2,295,Show names of clubs from Austria,SELECT T1.club_name FROM club AS T1 WHERE T1.country = 'Austria',easy,200,True,select t1.club_name from club as t1 where t1.country = 'Austria',T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,1,64,0,0,3,9,312,0.775143027,850,0.671428571
exp_v2,297,Show number of teams in 2022,SELECT count(T1.teamname) from national_team as T1 where T1.year = '2022',easy,200,True,select count(*) from national_team where year = 2022,T5-Picard-Keys,0,1,1,1,0,0,0.0,False,False,False,1,73,1,0,6,9,573,0.776159763,61,0.712328767
exp_v2,314,Show the names of all players from France in 2018,"SELECT T1.player_name
 FROM player AS T1
 JOIN player_fact AS T3 ON T1.player_id = T3.player_id
 JOIN national_team AS T2 ON T3.team_id = T2.team_id
 WHERE T2.teamname = 'France' and T2.year = 2018",hard,200,True,select t1.player_name from player as t1 join player_fact as t3 on t1.player_id = t3.player_id join national_team as t2 on t3.team_id = t2.team_id where t2.teamname = 'France' and t2.year = 2018,T5-Picard-Keys,2,1,2,0,0,0,0.0,True,True,False,3,197,0,0,8,9,332,0.768046558,652,0.959390863
exp_v2,319,Show the number of goals of matches with Switzerland against Spain,"SELECT T3.year,  T1.teamname as home_team_name, T5.teamname as away_team_name, T2.home_team_goals, T4.away_team_goals
FROM national_team AS T1
    JOIN plays_as_home AS T2 on T1.team_id = T2.team_id
    JOIN match AS T3 on T2.match_id = T3.match_id
    JOIN plays_as_away AS T4 ON T3.match_id = T4.match_id
    JOIN national_team AS T5 ON T5.team_id = T4.team_id
WHERE (T1.teamname = 'Switzerland' and T5.teamname = 'Spain')
   or (T1.teamname = 'Spain' and T5.teamname = 'Switzerland');",extreme,200,False,select count(*) from match_fact as t1 join match as t2 on t1.match_id = t2.match_id join national_team as t3 on t1.team_id = t3.team_id where t3.teamname = 'Switzerland' and t3.teamname = 'Spain',T5-Picard-Keys,4,9,3,0,0,0,0.0,True,True,True,5,487,2,0,0,0,126,0.800331712,372,0.786447639
exp_v2,327,show the result of the final of 2018,"SELECT T3.teamname, T5.teamname, T2.home_team_goals, T4.away_team_goals, T5.year
FROM match AS T1
    JOIN plays_as_home AS T2 On T1.match_id = T2.match_id
    JOIN national_team AS T3 ON T2.team_id = T3.team_id
    JOIN plays_as_away AS T4 On T1.match_id = T4.match_id
    JOIN national_team AS T5 ON T4.team_id = T5.team_id
WHERE T1.stage = 'Final' and T1.year = 2018",extra,200,False,select t1.teamname from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id join match as t3 on t2.match_id = t3.match_id where t3.stage = 'Final' and t1.year = 2018,T5-Picard-Keys,4,5,3,0,0,0,0.0,True,True,True,4,369,0,0,6,0,401,0.736386538,265,0.71761658
exp_v2,351,Show the score of Brazil against Argentina,"SELECT T1.year, T3.teamname, T5.teamname, T2.home_team_goals, T4.away_team_goals
FROM match AS T1
    JOIN plays_as_home AS T2 ON T1.match_id = T2.match_id
    JOIN national_team AS T3 ON T2.team_id = T3.team_id
    JOIN plays_as_away AS T4 ON T1.match_id = T4.match_id
    JOIN national_team AS T5 ON T4.team_id = T5.team_id
WHERE T3.teamname = 'Brazil' and T5.teamname = 'Argentina' or T3.teamname = 'Argentina' and T5.teamname = 'Brazil'
",extra,200,False,"select t1.teamname, t2.home_team_goals, t4.away_team_goals, t3.year from national_team as t1 join plays_as_home as t2 on t1.team_id = t2.team_id join match as t3 on t2.match_id = t3.match_id join plays_as_away as t4 on t3.match_id = t4.match_id join national_team as t5 on t4.team_id = t5.team_id where t1.teamname = 'Brazil' and t5.teamname = 'Argentina'",T5-Picard-Keys,4,5,6,0,0,0,0.0,True,True,True,4,441,0,0,4,0,333,0.818804562,90,0.750566893
exp_v2,377,What clubs had players at the 2018 World Cup?,"SELECT DISTINCT T1.club_team_name 
 FROM player_club_team AS T1 
 JOIN player AS T3 
 ON T1.player_id = T3.player_id 
 JOIN player_fact AS 
 T4 ON T3.player_id = T4.player_id 
 JOIN national_team AS T2 
 ON T4.team_id = T2.team_id 
 WHERE T2.year = '2018 World Cup'",extra,200,False,select distinct t1.club_team_name from player_club_team as t1 join player as t2 on t1.player_id = t2.player_id join player_fact as t3 on t2.player_id = t3.player_id join national_team as t4 on t3.team_id = t4.team_id where t4.year = 2018,T5-Picard-Keys,3,2,1,0,0,0,0.0,True,True,False,4,265,0,0,6,5,527,0.78336972,304,0.691275168
exp_v2,388,What is the country code of Arrigo Sacchi?,select c.country_code from coach as c where c.coach_name ilike '%Arrigo Sacchi%';,easy,200,False,select t1.country_code from coach as t1 join player_fact as t3 on t1.coach_id = t3.coach_id join player as t2 on t3.player_id = t2.player_id where t2.player_name = 'Arrigo Sacchi',T5-Picard-Keys,0,1,1,0,0,0,0.0,False,False,False,1,81,1,1,2,4,366,0.489517421,249,0.833333333
